User ID,Activity Level,Home Type,Grooming Preference,Time Available,Experience Level,Pet ID,Pet Description,Pet Temperament,Pet Popularity,Pet Min Height,Pet Max Height,Pet Min Weight,Pet Max Weight,Pet Min Expectancy,Pet Max Expectancy,Pet Group,Grooming Frequency Value,Grooming Frequency Category,Shedding Value,Shedding Category,Energy Level Value,Energy Level Category,Trainability Value,Trainability Category,Demeanor Value,Demeanor Category
31,High,House,Very High,Full-time,First-time owner,198,"Poodles come in three size varieties: Standards should be more than 15 inches tall at the shoulder; Miniatures are 15 inches or under; Toys stand no more than 10 inches. All three varieties have the same build and proportions. At dog shows, Poodles are usually seen in the elaborate Continental Clip. Most pet owners prefer the simpler Sporting Clip, in which the coat is shorn to follow the outline of the squarely built, smoothly muscled body.Forget those old stereotypes of Poodles as sissy dogs. Poodles are eager, athletic, and wickedly smart “real dogs” of remarkable versatility. With an abundance of steady character and intelligence, the Toy Poodle is a “person” and expects to be treated like one. Despite his diminutive size, the Toy Poodle stands proudly among dogdom’s true aristocrats. Beneath the curly, low-allergen coat is an elegant athlete and companion for all reasons and seasons.","Agile, Intelligent, Self-Confident",7,25.4,25.4,1.81436948,2.7215542200000002,10,18,Toy Group,1,Specialty/Professional,0.2,Infrequent,0.6,Regular Exercise,1,Eager to Please,0.8,Friendly
32,Moderate,Apartment,Medium,Part-time,Expert,33,"The stirring silhouette of a Belgian Sheepdog conveys both elegance and muscular determination. A handsome feature of the breed is the exceedingly proud carriage of the head and neck. A male might stand 26 inches at the shoulder; females are smaller. The dark eyes sparkle with a questioning intelligence, and the black coat is abundant, from the neck’s “collarette” to the “breeches” of the hindquarters. In all ways, Belgian Sheepdogs are bright-eyed and bushy-tailed.In any sport or activity, a Belgian will always give 100 percent. In turn, owners tend to form a special bond with their eager workaholics. As one devotee puts it, Belgians “inspire such intense loyalty because they themselves live and love with such great passion.” The Belgian Sheepdog is a highly trainable herder whose versatility and intelligence is the stuff of canine legend. This is a breed built for hard work, and plenty of it. These sensitive souls crave human companionship and abhor neglect.","Bright, Watchful, Serious-Minded",125,55.88,66.04,20.41165665,34.01942775,12,14,Herding Group,0.6,2-3 Times a Week Brushing,0.6,Seasonal,0.8,Energetic,0.8,Easy Training,0.4,Reserved with Strangers
33,High,Urban,Low,Full-time,First-time owner,111,"The French Bulldog resembles a Bulldog in miniature, except for the large, erect “bat ears” that are the breed’s trademark feature. The head is large and square, with heavy wrinkles rolled above the extremely short nose. The body beneath the smooth, brilliant coat is compact and muscular.The bright, affectionate Frenchie is a charmer. Dogs of few words, Frenchies don’t bark much—but their alertness makes them excellent watchdogs. They happily adapt to life with singles, couples, or families, and do not require a lot of outdoor exercise. They get on well with other animals and enjoy making new friends of the human variety. It is no wonder that city folk from Paris to Peoria swear by this vastly amusing and companionable breed. The one-of-a-kind French Bulldog, with his large bat ears and even disposition, is one of the world’s most popular small-dog breeds, especially among city dwellers. The Frenchie is playful, alert, adaptable, and completely irresistible.","Adaptable, Playful, Smart",4,27.94,33.02,12.70058636,12.70058636,10,12,Non-Sporting Group,0.2,Occasional Bath/Brush,0.8,Regularly,0.4,Calm,0.6,Agreeable,0.6,Alert/Responsive
34,High,House,Very High,Full-time,First-time owner,197,"Poodles come in three size varieties: Standards should be more than 15 inches tall at the shoulder; Miniatures are 15 inches or under; Toys stand no more than 10 inches. All three varieties have the same build and proportions. At dog shows, Poodles are usually seen in the elaborate Continental Clip. Most pet owners prefer the simpler Sporting Clip, in which the coat is shorn to follow the outline of the squarely built, smoothly muscled body.Forget those old stereotypes of Poodles as sissy dogs. Poodles are eager, athletic, and wickedly smart “real dogs” of remarkable versatility. The Standard, with his greater size and strength, is the best all-around athlete of the family, but all Poodles can be trained with great success. Whether Standard, Miniature, or Toy, and either black, white, or apricot, the Poodle stands proudly among dogdom’s true aristocrats. Beneath the curly, low-allergen coat is an elegant athlete and companion for all reasons and seasons.","Active, Proud, Very Smart",7,38.1,38.1,18.143694800000002,31.751465900000003,10,18,Non-Sporting Group,1,Specialty/Professional,0.2,Infrequent,0.6,Regular Exercise,1,Eager to Please,0.8,Friendly
35,High,Apartment,High,Part-time,Experienced,194,"First, about that nickname: PON is the acronym for the Polish breed name, Polski Owczarek Nizinny. PONs aren’t particularly large dogs, standing no more than 20 inches at the shoulder, but they are muscular and stocky. The rectangular body is covered head to toe with a double coat—long and shaggy on top, soft and dense below, and it comes in several colors. The head’s profuse coat covers the eyes, which convey the keen, penetrating gaze so common in watchdogs and herders. A shaggy-coated herding dog who thrives on exercise and hard work, the Polish Lowland Sheepdog is clever, confident, and a bit stubborn. Compact, alert, and adaptable, they are beloved companions and watchdogs of Polish city dwellers.","Confident, Clever, Lively",170,43.18,50.8,13.6077711,22.6796185,12,14,Herding Group,0.8,Daily Brushing,0.6,Seasonal,0.8,Energetic,0.2,May be Stubborn,0.2,Aloof/Wary
36,High,Rural,Very High,Minimal,Experienced,207,"First, there are those dreadlocks, the instantly recognizable feature of the Puli (pronounced “Poo-lee”—”Pulik” is the plural). The coat’s naturally occurring cords are wooly, dense, and weatherproof. Either corded or brushed out, Puli coats require lots of attention. Under the dreads there’s a compact but powerful dog, standing 16 to 17 inches at the shoulder. Pulik are remarkably agile and light on their feet, earning a reputation as the “acrobat of the dog world.” No other breed can be mistaken for the Puli, a compact but powerful herder covered from head to tail with profuse, naturally occurring cords. Bred to work closely with humans, these agile and faithful little dynamos are quick learners.","Loyal, Smart, Home-Loving",160,40.64,43.18,11.33980925,15.875732950000002,10,15,Herding Group,1,Specialty/Professional,0.2,Infrequent,0.6,Regular Exercise,0.4,Independent,0.4,Reserved with Strangers
37,Very High,Apartment,High,Limited,Experienced,90,"Physical hallmarks of the Dandie Dinmont Terrier include a large head covered with profuse, silky white hair; long, hanging ears tipped with feathering and coming almost to a point; big, round eyes full of brightness and expression; and a long, low torso and short legs. The crisp body coat comes in two spicy colors: pepper (bluish black to silvery gray) and mustard (reddish brown to pale fawn).Weighing no more than 24 pounds, Dandies are alert and intelligent watchdogs with a big baritone bark. Dandies enjoy romping and cuddling with kids, but aren’t as hyper as some small dogs. They are terriers, though, with typical willfulness, independence, and courage. Dandie owners get best results with positive, motivational training. The unique-looking Dandie Dinmont Terrier is a tough but dignified little exterminator. Sturdily built for the rigors of farm life, they will agreeably adapt to city living. Dandies are compact companions blessed with a big personality.","Independent, Smart, Proud",176,20.32,27.94,8.164662660000001,10.886216880000001,12,15,Terrier Group,0.8,Daily Brushing,0.2,Infrequent,0.6,Regular Exercise,0.4,Independent,0.4,Reserved with Strangers
38,Low,Apartment,Very High,Limited,Experienced,244,"The unique look of these inexhaustible workers begins with the coat. It’s naturally curly and wooly head to toe, and when grown out will often form tight, tapered cords. In full coat, the facial hair covers the expressive brown eyes. Colors can be black, brown, beige, white, or particolor (black, brown, beige, with white). “Rustic” is the word often used to describe the overall look of this sturdy dog of medium size (a male will stand a little under 20 inches at the shoulder). The inexhaustible Spanish Water Dog is a dual-purpose breed whose hallmark is a coat of wooly curls. Used as both a herder and waterfowl retriever in his homeland, this rustic charmer is a lively family companion and vigilant watchdog.",Playful but also Work-Oriented. Very Active and Upbeat.,153,40.005,50.165,14.06136347,22.22602613,12,14,Herding Group,1,Specialty/Professional,0.2,Infrequent,0.8,Energetic,1,Eager to Please,0.4,Reserved with Strangers
39,Very High,Rural,Very High,Part-time,Expert,38,"A good-size Bichon will stand a shade under a foot tall at the shoulder. The breed’s glory is a white hypoallergenic coat, plush and velvety to the touch, featuring rounded head hair that sets off the large, dark eyes and black leathers of the nose and lips.Bichons are adaptable companions who get on well with other dogs and children. Alert and curious, Bichons make nice little watchdogs—but they are lovers, not fighters, and operate under the assumption that there are no strangers, just friends they haven’t met yet. Their confidence and size make them ideal city dogs. Bichons train nicely and enjoy performing for their loved ones. Finally, there’s the happy-go-lucky Bichon personality that draws smiles and hugs wherever they go. The small but sturdy and resilient Bichon Frise stands among the world’s great “personality dogs.” Since antiquity, these irresistible canine comedians have relied on charm, beauty, and intelligence to weather history’s ups and downs.","Playful, Curious, Peppy",46,24.13,29.21,5.4431084400000005,8.164662660000001,14,15,Non-Sporting Group,1,Specialty/Professional,0.2,Infrequent,0.6,Regular Exercise,0.6,Agreeable,1,Outgoing
40,Moderate,Rural,Medium,Limited,Experienced,27,"There are two Beagle varieties: those standing under 13 inches at the shoulder, and those between 13 and 15 inches. Both varieties are sturdy, solid, and “big for their inches,” as dog folks say. They come in such pleasing colors as lemon, red and white, and tricolor. The Beagle’s fortune is in his adorable face, with its big brown or hazel eyes set off by long, houndy ears set low on a broad head.A breed described as “merry” by its fanciers, Beagles are loving and lovable, happy, and companionable—all qualities that make them excellent family dogs. No wonder that for years the Beagle has been the most popular hound dog among American pet owners. These are curious, clever, and energetic hounds who require plenty of playtime. Not only is the Beagle an excellent hunting dog and loyal companion, it is also happy-go-lucky, funny, and—thanks to its pleading expression—cute. They were bred to hunt in packs, so they enjoy company and are generally easygoing.","Friendly, Curious, Merry",6,33.02,38.1,5.8967008100000005,13.6077711,10,15,Hound Group,0.6,2-3 Times a Week Brushing,0.6,Seasonal,0.8,Energetic,0.6,Agreeable,0.8,Friendly
